0.000000000000000000e+00 9.717458375746446109e-07
5.263157894736841813e-02 -7.885767150384026536e-08
1.052631578947368363e-01 1.363399704246148758e-08
1.578947368421052544e-01 -3.762361977521777590e-09
2.105263157894736725e-01 1.463682064439808528e-09
2.631578947368420907e-01 -7.497262810574056857e-10
3.157894736842105088e-01 4.801323782999133982e-10
3.684210526315789269e-01 -1.017461670471675461e-10
4.210526315789473450e-01 2.582059011047022068e-10
4.736842105263157632e-01 1.387618908665899653e-10
5.263157894736841813e-01 1.387796544349839678e-10
5.789473684210526550e-01 2.582050129262825067e-10
6.315789473684210176e-01 -1.016813300225294370e-10
6.842105263157893802e-01 4.804121545021189377e-10
7.368421052631578538e-01 -7.496981924148826693e-10
7.894736842105263275e-01 1.463784649047283892e-09
8.421052631578946901e-01 -3.760120215190454473e-09
8.947368421052630527e-01 1.363722912373077634e-08
9.473684210526315264e-01 -7.883821684373515382e-08
1.000000000000000000e+00 9.719211462311250216e-07
