0.000000000000000000e+00 1.720156637786812780e+03
5.263157894736841813e-02 -4.027384440779596275e+02
1.052631578947368363e-01 1.910267076053603432e+02
1.578947368421052544e-01 -1.083692274085160818e+02
2.105263157894736725e-01 7.266675350830750801e+01
2.631578947368420907e-01 -4.974737005366637277e+01
3.157894736842105088e-01 3.292207251113361366e+01
3.684210526315789269e-01 -2.369606580241633509e+01
4.210526315789473450e-01 1.027426573862877035e+01
4.736842105263157632e-01 -6.418258482928247410e+00
5.263157894736841813e-01 -6.418258482928396624e+00
5.789473684210526550e-01 1.027426573862895864e+01
6.315789473684210176e-01 -2.369606580241656602e+01
6.842105263157893802e-01 3.292207251113399025e+01
7.368421052631578538e-01 -4.974737005366675646e+01
7.894736842105263275e-01 7.266675350830806224e+01
8.421052631578946901e-01 -1.083692274085168492e+02
8.947368421052630527e-01 1.910267076053616506e+02
9.473684210526315264e-01 -4.027384440779637771e+02
1.000000000000000000e+00 1.720156637786825286e+03
