0 10.0403
0.0126582 3.96354
0.0253165 6.22431
0.0379747 5.25149
0.0506329 5.46556
0.0632911 5.17905
0.0759494 5.03779
0.0886076 4.7967
0.101266 4.55125
0.113924 4.2671
0.126582 3.95977
0.139241 3.62595
0.151899 3.26976
0.164557 2.89269
0.177215 2.49741
0.189873 2.08631
0.202532 1.66204
0.21519 1.22724
0.227848 0.784696
0.240506 0.337187
0.253165 -0.112455
0.265823 -0.561385
0.278481 -1.00677
0.291139 -1.44578
0.303797 -1.87566
0.316456 -2.29368
0.329114 -2.69719
0.341772 -3.08365
0.35443 -3.45062
0.367089 -3.79577
0.379747 -4.11693
0.392405 -4.41205
0.405063 -4.67928
0.417722 -4.91693
0.43038 -5.12349
0.443038 -5.29765
0.455696 -5.43833
0.468354 -5.54462
0.481013 -5.61586
0.493671 -5.65159
0.506329 -5.65159
0.518987 -5.61586
0.531646 -5.54462
0.544304 -5.43833
0.556962 -5.29765
0.56962 -5.12349
0.582278 -4.91693
0.594937 -4.67928
0.607595 -4.41205
0.620253 -4.11693
0.632911 -3.79577
0.64557 -3.45062
0.658228 -3.08365
0.670886 -2.69719
0.683544 -2.29368
0.696203 -1.87566
0.708861 -1.44578
0.721519 -1.00677
0.734177 -0.561385
0.746835 -0.112455
0.759494 0.337187
0.772152 0.784696
0.78481 1.22724
0.797468 1.66204
0.810127 2.08631
0.822785 2.49741
0.835443 2.89269
0.848101 3.26976
0.860759 3.62595
0.873418 3.95977
0.886076 4.2671
0.898734 4.55125
0.911392 4.7967
0.924051 5.03779
0.936709 5.17905
0.949367 5.46556
0.962025 5.25149
0.974684 6.22431
0.987342 3.96354
1 10.0403
