0    0    0    0.51    0    0    0
 1.25000e-02      5.89725e-02     9.82875e-02     4.96688e-01     8.61371e-08     1.16931e-06     9.19519e-07
 2.50000e-02      1.14866e-01     1.91444e-01     4.57448e-01     2.32080e-07     1.74845e-06     1.52649e-06
 3.75000e-02      1.64764e-01     2.74607e-01     3.94326e-01     3.56583e-07     1.68337e-06     2.08822e-06
 5.00000e-02      2.06060e-01     3.43434e-01     3.10619e-01     4.14092e-07     2.02383e-06     3.49993e-06
 6.25000e-02      2.36599e-01     3.94332e-01     2.10696e-01     5.82912e-07     3.70953e-06     5.58724e-06
 7.50000e-02      2.54787e-01     4.24645e-01     9.97739e-02     1.09367e-06     5.88594e-06     7.70887e-06
 8.75000e-02      2.59673e-01     4.32789e-01     1.63571e-02     1.90636e-06     8.01517e-06     9.65236e-06
 1.00000e-01      2.51004e-01     4.18340e-01     1.31634e-01     2.95641e-06     1.00040e-05     1.14062e-05
 1.12500e-01      2.29231e-01     3.82052e-01     2.40040e-01     4.20019e-06     1.18292e-05     1.28954e-05
 1.25000e-01      1.95491e-01     3.25819e-01     3.35915e-01     5.59208e-06     1.34376e-05     1.40499e-05
 1.37500e-01      1.51546e-01     2.52577e-01     4.14253e-01     7.07485e-06     1.47364e-05     1.47732e-05
 1.50000e-01      9.96891e-02     1.66149e-01     4.70966e-01     8.57637e-06     1.56329e-05     1.50278e-05
 1.62500e-01      4.26281e-02     7.10474e-02     5.03093e-01     1.00189e-05     1.60939e-05     1.48743e-05
 1.75000e-01      1.66584e-02     2.77635e-02     5.08956e-01     1.13272e-05     1.61475e-05     1.44632e-05
 1.87500e-01      7.50754e-02     1.25125e-01     4.88249e-01     1.24343e-05     1.58711e-05     1.40332e-05
 2.00000e-01      1.29573e-01     2.15955e-01     4.42054e-01     1.32857e-05     1.53840e-05     1.38887e-05
 2.12500e-01      1.77307e-01     2.95511e-01     3.72781e-01     1.38422e-05     1.48489e-05     1.43238e-05
 2.25000e-01      2.15784e-01     3.59640e-01     2.84048e-01     1.40847e-05     1.44658e-05     1.54863e-05
 2.37500e-01      2.42997e-01     4.04995e-01     1.80486e-01     1.40194e-05     1.44333e-05     1.73003e-05
 2.50000e-01      2.57524e-01     4.29207e-01     6.75014e-02     1.36832e-05     1.48785e-05     1.95323e-05
 2.62500e-01      2.58608e-01     4.31013e-01     4.90069e-02     1.31484e-05     1.58021e-05     2.19075e-05
 2.75000e-01      2.46191e-01     4.10318e-01     1.62957e-01     1.25260e-05     1.70877e-05     2.41817e-05
 2.87500e-01      2.20922e-01     3.68203e-01     2.68400e-01     1.19630e-05     1.85598e-05     2.61644e-05
 3.00000e-01      1.84119e-01     3.06866e-01     3.59832e-01     1.16235e-05     2.00398e-05     2.77229e-05
 3.12500e-01      1.37705e-01     2.29509e-01     4.32479e-01     1.16455e-05     2.13765e-05     2.87835e-05
 3.25000e-01      8.41021e-02     1.40170e-01     4.82549e-01     1.20851e-05     2.24587e-05     2.93332e-05
 3.37500e-01      2.61085e-02     4.35145e-02     5.07428e-01     1.28931e-05     2.32191e-05     2.94214e-05
 3.50000e-01      3.32481e-02     5.54133e-02     5.05817e-01     1.39448e-05     2.36361e-05     2.91580e-05
 3.62500e-01      9.08692e-02     1.51448e-01     4.77801e-01     1.50936e-05     2.37344e-05     2.87057e-05
 3.75000e-01      1.43747e-01     2.39577e-01     4.24841e-01     1.62093e-05     2.35834e-05     2.82605e-05
 3.87500e-01      1.89120e-01     3.15199e-01     3.49702e-01     1.71945e-05     2.32939e-05     2.80181e-05
 4.00000e-01      2.24620e-01     3.74367e-01     2.56307e-01     1.79885e-05     2.30072e-05     2.81267e-05
 4.12500e-01      2.48395e-01     4.13991e-01     1.49532e-01     1.85655e-05     2.28736e-05     2.86450e-05
 4.25000e-01      2.59202e-01     4.32003e-01     3.49510e-02     1.89314e-05     2.30195e-05     2.95254e-05
 4.37500e-01      2.56478e-01     4.27463e-01     8.14553e-02     1.91185e-05     2.35126e-05     3.06369e-05
 4.50000e-01      2.40364e-01     4.00607e-01     1.93609e-01     1.91776e-05     2.43400e-05     3.18100e-05
 4.62500e-01      2.11703e-01     3.52838e-01     2.95656e-01     1.91687e-05     2.54143e-05     3.28829e-05
 4.75000e-01      1.71989e-01     2.86649e-01     3.82269e-01     1.91490e-05     2.66009e-05     3.37349e-05
 4.87500e-01      1.23297e-01     2.05495e-01     4.48926e-01     1.91610e-05     2.77523e-05     3.43037e-05
 5.00000e-01      6.81687e-02     1.13614e-01     4.92147e-01     1.92241e-05     2.87437e-05     3.45860e-05
 5.12500e-01      9.48129e-03     1.58019e-02     5.09676e-01     1.93309e-05     2.94728e-05     3.46495e-05
 5.25000e-01      4.97012e-02     8.28356e-02     5.00597e-01     1.94552e-05     2.97443e-05     3.47291e-05
 5.37500e-01      1.06289e-01     1.77149e-01     4.65386e-01     1.95697e-05     2.97711e-05     3.47721e-05
 5.50000e-01      1.57328e-01     2.62214e-01     4.05879e-01     1.96417e-05     2.98643e-05     3.46826e-05
 5.62500e-01      2.00155e-01     3.33591e-01     3.25183e-01     1.96280e-05     2.98969e-05     3.47607e-05
 5.75000e-01      2.32532e-01     3.87553e-01     2.27512e-01     1.95010e-05     2.97248e-05     3.52881e-05
 5.87500e-01      2.52770e-01     4.21284e-01     1.17963e-01     1.92733e-05     2.93396e-05     3.63345e-05
 6.00000e-01      2.59813e-01     4.33021e-01     2.25600e-03     1.90094e-05     2.87756e-05     3.78154e-05
 6.12500e-01      2.53292e-01     4.22153e-01     1.13569e-01     1.88256e-05     2.82307e-05     3.94367e-05
 6.25000e-01      2.33548e-01     3.89247e-01     2.23465e-01     1.88630e-05     2.80477e-05     4.07921e-05
 6.37500e-01      2.01612e-01     3.36020e-01     3.21696e-01     1.92339e-05     2.85526e-05     4.15136e-05
 6.50000e-01      1.59151e-01     2.65252e-01     4.03133e-01     1.99636e-05     2.99076e-05     4.13404e-05
 6.62500e-01      1.08382e-01     1.80636e-01     4.63525e-01     2.09636e-05     3.20024e-05     4.01795e-05
 6.75000e-01      5.19542e-02     8.65901e-02     4.99719e-01     2.20532e-05     3.44790e-05     3.81622e-05
 6.87500e-01      7.18556e-03     1.19763e-02     5.09825e-01     2.30094e-05     3.68683e-05     3.56905e-05
 7.00000e-01      6.59503e-02     1.09918e-01     4.93317e-01     2.36159e-05     3.87111e-05     3.34650e-05
 7.12500e-01      1.21272e-01     2.02121e-01     4.51055e-01     2.37001e-05     3.96292e-05     3.23949e-05
 7.25000e-01      1.70263e-01     2.83773e-01     3.85246e-01     2.31588e-05     3.93670e-05     3.32256e-05
 7.37500e-01      2.10366e-01     3.50611e-01     2.99326e-01     2.19817e-05     3.78219e-05     3.60377e-05
 7.50000e-01      2.39487e-01     3.99145e-01     1.97779e-01     2.02805e-05     3.50798e-05     4.01886e-05
 7.62500e-01      2.56105e-01     4.26843e-01     8.59073e-02     1.83331e-05     3.14757e-05     4.47308e-05
 7.75000e-01      2.59354e-01     4.32257e-01     3.04493e-02     1.66340e-05     2.76996e-05     4.87733e-05
 7.87500e-01      2.49064e-01     4.15106e-01     1.45216e-01     1.58645e-05     2.49107e-05     5.16092e-05
 8.00000e-01      2.25771e-01     3.76285e-01     2.52403e-01     1.65725e-05     2.45068e-05     5.27330e-05
